Flat_Name,Flat_Location,Flat_Price,Flat_image_url
 3+kt 100 m²,"Michalská, Praha 1 - Staré Město",16450000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/cyVBVvY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 93 m²,"Vyžlovská, Praha 10 - Strašnice",10750000,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/lqsE5Q.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 35 m²,"Heřmanova Huť, district Plzeň-sever",2480000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/Eydbpp.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 67 m²,"Heřmanova Huť, district Plzeň-sever",3739000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/kmSN8Q.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 96 m²,"Heřmanova Huť, district Plzeň-sever",4980000,"https://d18-a.sdn.cz/d_18/c_img_gZ_0/3kKOrj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 53 m²,"Poděbradská, Praha 9 - Hloubětín",6999000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/EyVBEzi.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 70 m²,"Zárubova, Praha 4 - Kamýk",7699000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/Du9BNBh.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 40 m²,"Bělocerkevská, Praha 10 - Vršovice",6399000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/vheBZEJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 83 m²,"Hodkovická, Praha 4 - Kamýk",7999000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/eCxFs2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 53 m²,"Ke Strašnické, Praha 10 - Strašnice",6749000,"https://d18-a.sdn.cz/d_18/c_img_gY_z/DkYDqS.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 16 m²,"Na Šťáhlavce, Praha 6 - Dejvice",3699000,"https://d18-a.sdn.cz/d_18/c_img_QM_Km/G7KBeg3.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 68 m²,"Sečská, Praha 10 - Strašnice",7999000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/c8DBYh2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 50 m²,"Na Pankráci, Praha 4 - Nusle",7199000,"https://d18-a.sdn.cz/d_18/c_img_gS_0/Or2XLO.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 55 m²,"Konšelská, Praha 8 - Libeň",7499000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/6pYBUMO.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 52 m²,"Přístavní, Praha 7 - Holešovice",8199000,"https://d18-a.sdn.cz/d_18/c_img_gW_z/S89aBB.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 62 m²,"Tomanova, Plzeň - Jižní Předměstí",3800000,"https://d18-a.sdn.cz/d_18/c_img_QM_KW/34RBsxT.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 53 m²,"Kosmonautů, Karviná - Ráj",1070000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/Em1Blfd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 57 m²,"Fr. Hrubína, České Budějovice - České Budějovice 3",3700000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/ozK4Mm.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 86 m²,"Všehrdova, Praha 1 - Malá Strana",1,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/PUNBbOX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 64 m²,"Šlechtitelská, Praha 9 - Klánovice",8750000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lp/5xr3Qe.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 102 m²,"Šlechtitelská, Praha 9 - Klánovice",11990000,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/2in3Ij.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+1 90 m²,"Průjezdná, Most",3499900,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/FkAorr.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 203 m²,"Karla Engliše, Praha 5 - Smíchov",22500000,"https://d18-a.sdn.cz/d_18/c_img_gY_z/qkrCEZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 216 m²,"Vysočanská, Praha 9 - Vysočany",14500000,"https://d18-a.sdn.cz/d_18/c_img_QP_LG/lsA2PT.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 102 m²,"Vysočanská, Praha 9 - Vysočany",12990000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jr/jejBFa0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 45 m²,"Vysočanská, Praha 9 - Vysočany",5990000,"https://d18-a.sdn.cz/d_18/c_img_gW_y/yPbB2d.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 76 m²,"Vysočanská, Praha 9 - Vysočany",11190000,"https://d18-a.sdn.cz/d_18/c_img_QN_KC/hPh2oD.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 58 m²,"Komořanská, Praha 4 - Modřany",7990000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lg/O7I4NT.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 142 m²,"Vysočanská, Praha 9 - Vysočany",15990000,"https://d18-a.sdn.cz/d_18/c_img_gZ_z/ahsB3j.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 46 m²,"Vysočanská, Praha 9 - Vysočany",5990000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/QOSdVB.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 42 m²,"Vysočanská, Praha 9 - Vysočany",5490000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/y677SU.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 58 m²,"Komořanská, Praha 4 - Modřany",7890000,"https://d18-a.sdn.cz/d_18/c_img_QN_KD/6xbChl.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 56 m²,"Černý Důl, district Trutnov",6890000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/whFBimr.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 188 m² (Attic),"U Pernikářky, Praha 5 - Smíchov",18500000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/dEsg8S.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 45 m²,"Jičínská, Praha 3 - Žižkov",5850000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/RoEBPfV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 43 m²,"Děčínská, Praha - Střížkov",4767000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/EC1BPPz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 50 m²,"Janovského, Praha 7 - Holešovice",7200000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/37MuyV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 23 m²,"Čenětická, Praha 4 - Chodov",4134000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/a17BKdM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 85 m²,"Dostalové, Praha 5 - Hlubočepy",12200000,"https://d18-a.sdn.cz/d_18/c_img_gR_0/DZbINf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 46 m²,"Kurandové, Praha 5 - Hlubočepy",7300000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/EltBa2U.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 117 m²,"Dostalové, Praha 5 - Hlubočepy",19900000,"https://d18-a.sdn.cz/d_18/c_img_QI_Ji/3sxfKC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 31 m²,"Dostalové, Praha 5 - Hlubočepy",5900000,"https://d18-a.sdn.cz/d_18/c_img_QI_Ji/inRBmUQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 94 m²,"Zárubova, Praha 4 - Kamýk",8990000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/NJLBH6Z.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 50 m²,"Dostalové, Praha 5 - Hlubočepy",8450000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/qX1Bk9s.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 31 m²,"Kurandové, Praha - Hlubočepy",5900000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jl/ps3BZF6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 74 m²,"Kurandové, Praha - Hlubočepy",12900000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jr/Cf2BYcM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 39 m²,"Kurandové, Praha - Hlubočepy",6900000,"https://d18-a.sdn.cz/d_18/c_img_QP_LF/dWZBxsY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 85 m²,"Kurandové, Praha 5 - Hlubočepy",14900000,"https://d18-a.sdn.cz/d_18/c_img_QN_KB/PvKByRW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 53 m²,"Kurandové, Praha - Hlubočepy",9200000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jl/fwsBZWU.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 97 m² (Attic),"Kurandové, Praha 5 - Hlubočepy",17500000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jq/GVqB3hj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 71 m²,"Novoveská, Teplice",4917300,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/4IsBZFX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 86 m²,"Kurandové, Praha 5 - Hlubočepy",13350000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/Nn6BRGz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 86 m²,"Dostalové, Praha 5 - Hlubočepy",12400000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/YSJKFD.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 66 m²,"Dostalové, Praha 5 - Hlubočepy",9500000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/yGeBRV6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 56 m²,"Novoveská, Teplice",3668400,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/dIqBNsU.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 97 m²,"Habrová, Holubice - Kozinec",6710420,"https://d18-a.sdn.cz/d_18/c_img_gV_2/ygJD5n.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 61 m²,"Lečkova, Praha 4 - Chodov",7450000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/0C6BlNg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 26 m²,"Loučná pod Klínovcem - Loučná, district Chomutov",3440000,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/WNUCAqc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 79 m²,"Donínská, Hrádek nad Nisou - Donín",3773000,"https://d18-a.sdn.cz/d_18/c_img_gV_2/88TTg5.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 101 m²,"A. Trägera, České Budějovice - České Budějovice 3",1,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/fjtRsg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+1 224 m²,Praha 2,19990000,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/lCMBgNg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 78 m²,"Jáchymovská, Dobříš",5000000,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/UVX5Gz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 76 m²,"Jablonského, Olomouc - Klášterní Hradisko",6400000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/2vY0C6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 47 m²,"Cejl, Brno - Zábrdovice",2990000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/W5e4UE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 40 m²,"Na Jarově, Praha 3 - Žižkov",3250000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jo/L7ZgbF.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 38 m²,"U Plynárny, Praha 4 - Michle",4090000,"https://d18-a.sdn.cz/d_18/c_img_QM_Kb/0vnBjQN.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 39 m²,"Podbělohorská, Praha 5 - Smíchov",6779000,"https://d18-a.sdn.cz/d_18/c_img_gS_o/0HLBeLj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 57 m²,"Podbělohorská, Praha 5 - Smíchov",9539000,"https://d18-a.sdn.cz/d_18/c_img_QR_MJ/flbIpv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 115 m²,"Podbělohorská, Praha 5 - Smíchov",20942000,"https://d18-a.sdn.cz/d_18/c_img_QR_MJ/9PeHQV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 75 m²,"Podbělohorská, Praha 5 - Smíchov",12436000,"https://d18-a.sdn.cz/d_18/c_img_QO_K6/s4fGLM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 33 m²,"Štěpařská, Praha - Hlubočepy",4644000,"https://d18-a.sdn.cz/d_18/c_img_QP_LI/kkRXyK.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 53 m²,"Štěpařská, Praha - Hlubočepy",7006000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jo/STFYEI.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 87 m²,"Štěpařská, Praha - Hlubočepy",10594000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/Mz9YOJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 114 m²,"Štěpařská, Praha - Hlubočepy",14934000,"https://d18-a.sdn.cz/d_18/c_img_QN_KE/zVtYWD.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 34 m²,"Štěpařská, Praha - Hlubočepy",4559000,"https://d18-a.sdn.cz/d_18/c_img_QP_LI/onqYOX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 50 m²,"Štěpařská, Praha - Hlubočepy",6406000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/zASZ86.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 89 m²,"Štěpařská, Praha - Hlubočepy",10094000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jo/5NDaMH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 85 m²,"Štěpařská, Praha - Hlubočepy",10800000,"https://d18-a.sdn.cz/d_18/c_img_QR_ML/Wg6aXB.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 45 m²,"Kněžice, district Jihlava",2700000,"https://d18-a.sdn.cz/d_18/c_img_QK_Js/a9KB21M.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 113 m²,"Štěpařská, Praha - Hlubočepy",13739000,"https://d18-a.sdn.cz/d_18/c_img_QO_K8/ghDaVg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 117 m²,Teplice,8143200,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/JOjBYqt.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 32 m²,"Štěpařská, Praha - Hlubočepy",4631000,"https://d18-a.sdn.cz/d_18/c_img_gY_z/37VF8H.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Novoveská, Teplice",3949300,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/zs4BlMC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+1 122 m²,"Sokolova, Brno - Horní Heršpice",10350000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jk/UbFb43.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 146 m²,"Dlouhá, Praha 1 - Staré Město",25000000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/EQvBldA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 68 m²,"Novoveská, Teplice",4951100,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/csmBbPj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 68 m²,"Nad Stadionem, Vrbno pod Pradědem",1490000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/7Qbw1Y.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 59 m²,"Lázeňská, Slaný",5995250,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/rawBgrc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 35 m²,"Lázeňská, Slaný",3504950,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/IFuBgkc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 52 m²,"Lázeňská, Slaný",5455200,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/dHCBgjJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 5+kt 289 m² (Mezonet),"Na Dvorcích, Praha 4 - Krč",29999000,"https://d18-a.sdn.cz/d_18/c_img_gT_2/iCgEFu.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 35 m²,"Lázeňská, Slaný",3998500,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/rEOBghT.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 48 m²,"Lázeňská, Slaný",4999000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/5djBgLC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 52 m²,"Lázeňská, Slaný",5495500,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/Q4DBFWR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 66 m²,"Lázeňská, Slaný",6503400,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/IN0BgJm.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 55 m²,"Lázeňská, Slaný",5798040,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/Q8fBFSx.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 120 m²,"Lázeňská, Slaný",12916500,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/hu1Bgza.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 52 m²,"Lázeňská, Slaný",5997550,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/X3UBgfT.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 59 m²,"Lázeňská, Slaný",5837500,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/d9yBgQT.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 88 m²,"Lázeňská, Slaný",8497300,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/Ee1BgpP.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3740000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/fGYBDj2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3740000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/tRQBDxz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3960000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/cmd0Ir.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3840000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/YfC1l3.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3730000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/A5uBEDh.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3790000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/cmrBDjj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 47 m²,"Kutná Hora - Hlouška, district Kutná Hora",4294000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/7CTBDNv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 90 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",5320000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/gfHBDdM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 72 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3790000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/UJIBDNb.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 90 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",5510000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/UUnBC83.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 54 m²,"Kutná Hora - Hlouška, district Kutná Hora",4290000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/YlwBDfF.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 76 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3990000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/73XBDNW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 90 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",5450000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/8TvBDUo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 63 m²,"Kutná Hora - Hlouška, district Kutná Hora",4990000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/ukLBDc0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 47 m²,"Kutná Hora - Hlouška, district Kutná Hora",3900000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/B7TBDKi.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 72 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3490000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/KdG27y.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 62 m²,"Kutná Hora - Hlouška, district Kutná Hora",4160000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/xHb2Bf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 57 m²,"Kutná Hora - Hlouška, district Kutná Hora",4359000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/D8wpFG.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 100 m²,"Na Poříčí, Liberec - Liberec II-Nové Město",6490000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/WYrWlU.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 93 m²,"Gotthardská, Praha 6 - Bubeneč",18165410,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/pjd8HV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",4090000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/sAa1Ii.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3990000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/kuaBEmL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 56 m²,"Sídliště, Benešov nad Ploučnicí",1999000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/jwaVMR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3790000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/FTUBDR9.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
