Flat_Name,Flat_Location,Flat_Price,Flat_image_url
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3990000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/yZzBDQZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 45 m²,"Kutná Hora - Hlouška, district Kutná Hora",3276000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/7ADprO.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Karlovy Vary - Rybáře, district Karlovy Vary",3990000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/BaA1EW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 55 m²,"Kutná Hora - Hlouška, district Kutná Hora",3674000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/O5YBFFq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 61 m²,"Kutná Hora - Hlouška, district Kutná Hora",4160000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/O57BE07.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 55 m²,"Kutná Hora - Hlouška, district Kutná Hora",3567000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/709BEw6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 61 m²,"Kutná Hora - Hlouška, district Kutná Hora",4185000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/tszBE1S.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 40 m²,"Liberec - Liberec III-Jeřáb, district Liberec",4224920,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/TBlBEwf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 38 m²,"Liberec - Liberec III-Jeřáb, district Liberec",4010138,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/FzuBFTE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 48 m²,"Liberec - Liberec III-Jeřáb, district Liberec",5067384,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/YEdBFEN.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 33 m²,"Liberec - Liberec III-Jeřáb, district Liberec",3360168,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/rPxBExH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 40 m²,"Na Petynce, Praha 6 - Břevnov",6600000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/3BiBDOq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 42 m²,"Sinkulova, Praha 4 - Nusle",5580000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/Cwu6g8.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 102 m²,"Na pokraji, Praha 9 - Prosek",16300000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/hi4BKAv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Komárovská, Brno - Komárov",7101181,"https://d18-a.sdn.cz/d_18/c_img_gU_z/TCSaKz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 86 m²,"Kvildská, Praha 5 - Smíchov",15621377,"https://d18-a.sdn.cz/d_18/c_img_QR_MK/pkkBcem.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 76 m²,"Zimova, Praha 4 - Kamýk",10255118,"https://d18-a.sdn.cz/d_18/c_img_gU_p/5QUB7Xe.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 62 m²,"Kvildská, Praha 5 - Smíchov",11810490,"https://d18-a.sdn.cz/d_18/c_img_QL_J9/tdYBcY8.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 51 m²,"Zimova, Praha 4 - Kamýk",7571452,"https://d18-a.sdn.cz/d_18/c_img_gX_p/R5Fx4Y.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 54 m²,"Zimova, Praha 4 - Kamýk",7601981,"https://d18-a.sdn.cz/d_18/c_img_QI_Ja/ETnB50B.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 116 m²,"Pod Hrachovkou, Praha 7 - Troja",24654325,"https://d18-a.sdn.cz/d_18/c_img_gV_r/R8Dhkb.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 102 m²,"Pod Hrachovkou, Praha 7 - Troja",29215844,"https://d18-a.sdn.cz/d_18/c_img_gZ_r/QKTBzEV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 33 m²,"Kvildská, Praha 5 - Smíchov",5838521,"https://d18-a.sdn.cz/d_18/c_img_QP_LH/W8mBIg9.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 54 m²,"Zimova, Praha 4 - Kamýk",7619133,"https://d18-a.sdn.cz/d_18/c_img_QO_Ks/NO9pGB.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 116 m²,"Pod Hrachovkou, Praha 7 - Troja",29245897,"https://d18-a.sdn.cz/d_18/c_img_gX_q/N8sYPV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 71 m²,"Zimova, Praha 4 - Kamýk",9504253,"https://d18-a.sdn.cz/d_18/c_img_gZ_q/aplyHL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 55 m²,"Pod Hrachovkou, Praha 7 - Troja",11095236,"https://d18-a.sdn.cz/d_18/c_img_QN_KB/wpJBZBA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 70 m²,"Kvildská, Praha 5 - Smíchov",11192217,"https://d18-a.sdn.cz/d_18/c_img_QL_J9/eVgBIq0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 49 m²,"Kvildská, Praha 5 - Smíchov",7871795,"https://d18-a.sdn.cz/d_18/c_img_QI_Jl/tXOTO5.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 56 m²,"Stromovka, Havlíčkův Brod",3866000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/hhLBlOC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 139 m²,"Prokopa Velikého, Brno - Líšeň",9255000,"https://d18-a.sdn.cz/d_18/c_img_QR_MJ/TAIKeX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 52 m²,"Nádražní, Slavkov u Brna",3909865,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/bn0BcwC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 91 m²,"Nádražní, Slavkov u Brna",6266030,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/l7IBPYS.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 65 m²,"Divadelní, Praha 1 - Staré Město",14932000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/HUsBYk6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 63 m²,"Chřibská, Praha 8 - Ďáblice",6891000,"https://d18-a.sdn.cz/d_18/c_img_QP_LG/6OSkYb.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 31 m²,"Malá Štěpánská, Praha 2 - Nové Město",6491000,"https://d18-a.sdn.cz/d_18/c_img_gW_z/9F0CSq.mpo?fl=res,400,300,3|shr,,20|jpg,90"
 4+1 138 m²,"Divadelní, Praha 1 - Staré Město",53683000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/kSt6aG.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 67 m²,"Gogolova, Praha 1 - Hradčany",15931000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/SyeBYgB.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 140 m² (Mezonet),"Pod třešněmi, Praha 5 - Hlubočepy",22500000,"https://d18-a.sdn.cz/d_18/c_img_QP_LH/gULfGB.mpo?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 66 m²,"Lumiérů, Praha 5 - Hlubočepy",7931000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/dESBbiG.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 103 m²,"Malá Štěpánská, Praha 2 - Nové Město",16691000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/MVPFJJ.mpo?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 29 m²,"Radlická, Praha 5 - Smíchov",4891000,"https://d18-a.sdn.cz/d_18/c_img_gV_2/7bPHty.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 52 m²,"Československého exilu, Praha 4 - Modřany",10859000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/B2NBUqz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 63 m²,"V Lázních, Jesenice",4990000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/d91BPcA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 87 m²,"dr. Zikmunda Wintra, Praha 6 - Bubeneč",11990000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/XKVNyO.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 83 m²,"Na chobotě, Praha 6 - Řepy",6490000,"https://d18-a.sdn.cz/d_18/c_img_gW_z/qqdPev.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 50 m²,"Milánská, Praha 10 - Horní Měcholupy",4995000,"https://d18-a.sdn.cz/d_18/c_img_gQ_0/MNXHyz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 93 m²,"Lučištníků, Praha",17232732,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/WGG8Fa.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 52 m²,"Krátká, Tursko",6490000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lm/agHBQEW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 85 m²,"Děčínská, Praha 9 - Střížkov",6695000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/POkynh.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 75 m²,"Maternova, Kojetice",7790000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/N6agR2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 30 m²,"Na Okruhu, Praha 4 - Písnice",4400000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/q8qZmr.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 53 m²,"Jateční, Praha 7 - Holešovice",7699000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/xn6BbhF.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 171 m²,"Na vysoké I, Praha 5 - Radlice",22495000,"https://d18-a.sdn.cz/d_18/c_img_QR_MJ/I6XO7y.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 5+1 202 m²,"Jiráskovo nábřeží, Lázně Bělohrad",6800000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/DdOBRAn.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 48 m²,"V Cihelně, Červené Pečky",3042000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jq/BOaNvW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 72 m²,"Komárovská, Brno - Komárov",8973032,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/V0skDm.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 54 m²,"Brjanská, Kladno",3990900,"https://d18-a.sdn.cz/d_18/c_img_gZ_0/S9iYUZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 140 m²,"Komárovská, Brno - Komárov",18320177,"https://d18-a.sdn.cz/d_18/c_img_gV_2/IwKaGX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 121 m² (Mezonet),"Božetěchova, Praha 4 - Nusle",14500000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/wVZoIV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 70 m²,"Brněnská, Česká Lípa",2349000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/P8DBGD3.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 31 m²,"Komárovská, Brno - Komárov",4796980,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/aGZkES.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 69 m²,"Lodžská, Praha 8 - Bohnice",7594730,"https://d18-a.sdn.cz/d_18/c_img_gV_1/u5CHWJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 48 m²,"Scheinerova, Brno - Líšeň",4242000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/zr3BJwz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 52 m²,"Bělomlýnská, Praha - Praha-Čakovice",6467000,"https://d18-a.sdn.cz/d_18/c_img_gS_0/jCVSfk.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+1 53 m²,"Slovákova, Brno - Veveří",6479000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/62lBPCR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 39 m²,"Pplk. Sochora, Praha 7 - Holešovice",4990000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/DSjBY6V.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 101 m²,"Příkop, Brno - Zábrdovice",8447000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/mfTBJol.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 40 m²,"Rudolfa Hrušínského, Česká Lípa",2490000,"https://d18-a.sdn.cz/d_18/c_img_gV_2/yoGVql.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 85 m²,"Kollárova, Brno - Královo Pole",10570000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/M3CBeIA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 70 m²,"Nádražní, Slavkov u Brna",4885675,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/SP0BdZQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 83 m²,"Riegrova, Příbram - Příbram I",3998000,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/goQahs.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 76 m²,"Laudonova, Praha 10 - Štěrboholy",8730000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/rvxBQxp.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 47 m²,"Vlkova, Brno - Líšeň",4398000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/WDHBlJd.jpeg?fl=rot,180,0|res,400,300,3|shr,,20|jpg,90"
 2+kt 57 m²,"Bělomlýnská, Praha - Praha-Čakovice",7519000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/q9EicY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 56 m² (Single-storey),"Nádražní, Kralupy nad Vltavou",5894600,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/l4kBXYa.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 46 m²,"Revoluční, Rýmařov",1300000,"https://d18-a.sdn.cz/d_18/c_img_gT_4/R8bBKq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 55 m²,"Hlinky, Brno - Staré Brno",6690000,"https://d18-a.sdn.cz/d_18/c_img_gZ_0/ENvabF.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 68 m²,"Pavlouskova, Ostrava - Poruba",2950000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/oqKDRB.mpo?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 57 m²,"Židlochovice, district Brno-venkov",4180000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/pLP6Et.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 51 m²,"Nad Šutkou, Praha 8 - Kobylisy",6661377,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/W0RBa2A.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 73 m²,"Bělomlýnská, Praha - Praha-Čakovice",8877000,"https://d18-a.sdn.cz/d_18/c_img_gR_0/3s3S7L.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 74 m²,"Bellušova, Praha 5 - Stodůlky",6500000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/5VKBJqL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 59 m²,"Anenské náměstí, Jablonec nad Nisou",2670000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/RRTBleZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 45 m²,"Jana Palacha, Mladá Boleslav - Mladá Boleslav II",3990000,"https://d18-a.sdn.cz/d_18/c_img_gR_0/bcLDRV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 74 m²,"Dr. M. Tyrše, Frýdek-Místek - Frýdek",2780000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/rkWBlKD.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 67 m²,"Malátova, Praha 5 - Smíchov",15990000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/cA1BO5V.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 52 m²,"Harrachov - Nový Svět, district Jablonec nad Nisou",6950000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/9euBL9d.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 66 m²,"Dürerova, Praha 10 - Strašnice",5995000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/uX7oPs.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 205 m²,"Listnatá, Brno - Žebětín",15900000,"https://d18-a.sdn.cz/d_18/c_img_gT_4/GGkHYR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 53 m²,"K Beranovu, Praha 8 - Dolní Chabry",5899000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/NuaBhVJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 79 m²,"Na Okruhu, Praha 4 - Písnice",8200000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/1wZBh9y.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 5+kt 112 m² (Mezonet),"Palackého, Dobřichovice",9650000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/OpPqOo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 61 m²,"Budovatelská, Ostrava - Poruba",2490000,"https://d18-a.sdn.cz/d_18/c_img_gX_z/fvvJmz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 71 m²,"Komárovská, Brno - Komárov",8128381,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/1zXwcA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 135 m²,"Stará, Nová Bystřice",4253786,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/rwtME6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 61 m²,"Františka Kováříka, Plzeň - Skvrňany",5635544,"https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/bY7BAK5.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 62 m²,"Františka Kováříka, Plzeň - Skvrňany",6744643,"https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/UkXBAPg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 84 m²,"Bělomlýnská, Praha - Praha-Čakovice",10302000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/8w5hZA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 78 m²,"Soukenická, Praha 1 - Nové Město",13990000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/HqWBixq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 160 m² (Attic),"Nekázanka, Praha - Nové Město",39900000,"https://d18-a.sdn.cz/d_18/c_img_gY_z/5xDDut.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 110 m²,"Bayerova, Brno - Veveří",10000000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/gVaBL05.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 58 m²,"Dubová, Brno - Jundrov",5690000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/hveBLy7.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+1 37 m²,"Peškova, Ústí nad Labem - Mojžíř",899999,"https://d18-a.sdn.cz/d_18/c_img_gQ_0/9sdTA6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 67 m²,"Na Výšině, Ústí nad Labem - Neštěmice",1599000,"https://d18-a.sdn.cz/d_18/c_img_gT_4/ES7FEo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 70 m²,"Klostermannova, Děčín - Děčín VI-Letná",2799000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/ELSBT9U.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 53 m²,"Pod Juliskou, Praha 6 - Dejvice",9632000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/If4BUG5.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 53 m²,"Pod Juliskou, Praha 6 - Dejvice",11133000,"https://d18-a.sdn.cz/d_18/c_img_gV_1/pK8fF.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 54 m²,"Pod Juliskou, Praha 6 - Dejvice",10032800,"https://d18-a.sdn.cz/d_18/c_img_QJ_Js/FhGFhe.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 50 m²,"Chroboly, district Prachatice",2200000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/mlGBI0s.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 62 m²,"Rybářská, Brno - Brno-střed",5999000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/QfgBi4q.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 61 m²,"Krkonošská, Jablonec nad Nisou - Kokonín",4645000,"https://d18-a.sdn.cz/d_18/c_img_gT_r/D1bBMh1.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 unusual 108 m²,"Tilhonova, Brno - Slatina",10990000,"https://d18-a.sdn.cz/d_18/c_img_gQ_0/oGDUSP.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 80 m²,"Mládežnická, Nymburk",3790000,"https://d18-a.sdn.cz/d_18/c_img_gV_2/VlyLcp.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 77 m²,"Vašátkova, Praha 9 - Černý Most",7100000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/tlYXGT.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+1 78 m²,"Sídliště Za Chlumem, Bílina - Teplické Předměstí",1890000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/VFzBlLf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 63 m²,"Kyjevská, Děčín - Děčín IX-Bynov",2350000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/bWztdf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 67 m²,"Na Pěšině, Děčín - Děčín IX-Bynov",2390000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/Eqf7Iz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 60 m²,"U Stadionu, Mladá Boleslav - Mladá Boleslav II",3690000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/zRSBk5w.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 30 m²,"Jana Masaryka, Hradec Králové - Nový Hradec Králové",3275000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/wpkBk5T.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 65 m²,"Liberecká, Hrádek nad Nisou",2999000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Ju/Io8zvV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 56 m²,"Malá Janovská, Jablonec nad Nisou - Rýnovice",3350000,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/iYYbII.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 53 m²,"Věry Pánkové, Olomouc - Nové Sady",6825000,"https://d18-a.sdn.cz/d_18/c_img_gT_4/SBYDzG.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 40 m²,"Kotkova, Znojmo",1,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/1XNVuM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
