Flat_Name,Flat_Location,Flat_Price,Flat_image_url
 4+kt 147 m²,"Kotkova, Znojmo",1,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/snbGny.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
Auction apartment 3+1 66 m²,"J. Š. Baara, České Budějovice - České Budějovice 3",448000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/v6DBLsQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 130 m²,"Keltská, Praha 4 - Točná",7250000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/LP5DFW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 72 m²,"Dvořákova, Frýdlant",3300000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/3JrBlB7.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 33 m²,"Hlučkova, Praha 9 - Letňany",4300000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/tOtBkZt.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 47 m²,"Arménská, Kladno - Kročehlavy",3641220,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/2p8Bj2L.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 64 m²,"J. Wolkera, Kralupy nad Vltavou - Lobeček",7362782,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/03tBC5n.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 58 m²,"Okružní, Třebíč - Borovina",2990000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/eLjBknd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 83 m² (Single-storey),"Senovážné náměstí, Praha 1 - Nové Město",1,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/zb5BJMi.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 54 m²,"Čeloudova, Třebíč - Horka-Domky",3350000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/bHBBYcW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 143 m²,"Chlumec nad Cidlinou - Kladruby, district Hradec Králové",7685500,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/ouBBk1I.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 28 m²,"Bzenecká, Plzeň - Severní Předměstí",2190000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/v5869.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 87 m²,"Blatnice, district Třebíč",2000000,"https://d18-a.sdn.cz/d_18/c_img_gX_0/jZQJuR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 79 m²,"Barvířova, Jílové u Prahy",6749000,"https://d18-a.sdn.cz/d_18/c_img_QP_LG/q8FfXa.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 53 m²,"Za Pohořelcem, Praha - Střešovice",6850000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/zLSBMxq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 43 m²,"Náměstí Svobody, Rejštejn",3000000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/5huBJIs.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 24 m²,"Náměstí Svobody, Rejštejn",2300000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/7WmBYWJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+1 35 m²,"Olomouc - Holice, district Olomouc",2690000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lq/6HAcK7.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 75 m²,"sídl. Svobody, Prostějov",3090000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/DAaU4e.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 30 m²,"Náměstí Svobody, Rejštejn",2950000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/4EjBkgt.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 5+kt 86 m²,"Náměstí Svobody, Rejštejn",4250000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/vxQBkw4.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 38 m²,"Náměstí Svobody, Rejštejn",3050000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/oZSBkwC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 89 m²,"Anglická, Kladno - Kročehlavy",5500000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/aahBkfE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 126 m²,"Dostalové, Praha 5 - Hlubočepy",12100000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jq/uJAB2XG.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 57 m²,"U Stadionu, Mladá Boleslav - Mladá Boleslav II",16000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/XlKBkcX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 75 m²,"Hnězdenská, Praha 8 - Troja",7990000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/mIbBTKb.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 71 m²,"9. května, Pletený Újezd",4190000,"https://d18-a.sdn.cz/d_18/c_img_gY_z/98bIH9.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 52 m²,"Krhanická, Praha 4 - Kamýk",5270000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/ByPBkd7.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 127 m²,"Za Kovárnou, Praha 10 - Dolní Měcholupy",9990000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/GA73B2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 47 m²,"Máchova, Jablonné v Podještědí",3174000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/KRGBYSI.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 56 m²,"Na Kopečku, Znojmo",3180000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/6wgBJDv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Musílkova, Praha 5 - Košíře",7690000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/8NbW3V.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 45 m² (Mezonet),"Kolbenova, Praha 9 - Vysočany",9872000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/w6ABWsJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 5+kt 175 m²,"Lužická, Praha 2 - Vinohrady",19900000,"https://d18-a.sdn.cz/d_18/c_img_gY_z/if3Slf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 5+kt 165 m²,"Edisonova, Praha 10 - Petrovice",16200000,"https://d18-a.sdn.cz/d_18/c_img_QL_KA/JOoBA39.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 79 m²,"Komenského, Ostrava - Poruba",5350000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/92BBkac.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 51 m²,"Na Kopečku, Znojmo",2900000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/b8UBbG6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Kosmákova, Znojmo",4590000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jv/mZXI3Y.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 65 m²,"Rooseveltova, Znojmo",2790000,"https://d18-a.sdn.cz/d_18/c_img_gZ_0/sbvELn.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 87 m²,"Velká Mikulášská, Znojmo",3590000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jq/1A4CEC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 90 m²,"Dolní Česká, Znojmo",3500000,"https://d18-a.sdn.cz/d_18/c_img_gV_2/kQzOKr.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 72 m²,"Jana Palacha, Znojmo",2950000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/pXnBbB7.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 79 m²,"Hradební, Hořovice",5197000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/75VBLPt.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 58 m²,"Merhautova, Brno - Zábrdovice",5390000,"https://d18-a.sdn.cz/d_18/c_img_QN_KD/6V7Bch7.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 65 m²,"Veleslavínova, Trutnov - Střední Předměstí",4190000,"https://d18-a.sdn.cz/d_18/c_img_gZ_z/LnaGJ1.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 61 m²,"Pionýrů, Sokolov",1895000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/TGbBUfX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 53 m²,"Bělomlýnská, Praha - Praha-Čakovice",6693000,"https://d18-a.sdn.cz/d_18/c_img_gY_z/6PESjL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 73 m²,"Mazovská, Praha 8 - Troja",6800000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/pSqBSsW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 72 m²,"U Červených domků, Hodonín",3770000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/oCtBkZQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 74 m²,"Štechova, Kladno",5589000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/tJwBipR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 71 m²,"Břasy, district Rokycany",2699000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/4oDBYN0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+1 79 m²,"Prachatická, České Budějovice - České Budějovice 2",3970000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/E9vBI9w.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 42 m²,"Libkovická, Lom - Loučná",970000,"https://d18-a.sdn.cz/d_18/c_img_QP_LF/Z2TBvZu.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 48 m²,"Máchova, Jablonné v Podještědí",3003900,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/vgpBWoE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 116 m²,"Radlická, Praha 5 - Radlice",21420000,"https://d18-a.sdn.cz/d_18/c_img_gQ_0/KE0Mnd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 32 m²,"U Komína, Praha 5 - Radlice",5128000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/yLrgz2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 54 m²,"U Komína, Praha 5 - Radlice",8986000,"https://d18-a.sdn.cz/d_18/c_img_gX_0/fi2R98.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"U Komína, Praha 5 - Radlice",10124000,"https://d18-a.sdn.cz/d_18/c_img_gT_4/NpbEGF.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 57 m²,"U Komína, Praha 5 - Radlice",8950000,"https://d18-a.sdn.cz/d_18/c_img_gT_4/nMREI8.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 75 m²,"U Komína, Praha 5 - Radlice",12828000,"https://d18-a.sdn.cz/d_18/c_img_gZ_0/BJiSB9.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 98 m²,"U Komína, Praha 5 - Radlice",20338000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/Lmegtw.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 95 m²,"U Komína, Praha 5 - Radlice",15163000,"https://d18-a.sdn.cz/d_18/c_img_gX_0/i20SJ0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 116 m²,"U Komína, Praha 5 - Radlice",21420000,"https://d18-a.sdn.cz/d_18/c_img_gY_z/eSXSRE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+1 82 m²,"sídl. 9. května, Suchdol nad Lužnicí",3830000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/FooBkop.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 90 m²,"Velvarská, Horoměřice",7450000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/XgvBkZE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 5+kt 168 m²,"Na Perštýně, Praha 1 - Staré Město",28000000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/9eNBYNW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 70 m²,"Revoluční, Litoměřice - Pokratice",3400000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Lm/7nFBgxk.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 27 m²,"Holýšovská, Praha 5 - Stodůlky",4690000,"https://d18-a.sdn.cz/d_18/c_img_QL_J8/qFXxdS.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 66 m²,"Mickiewiczova, Praha 6 - Hradčany",7500000,"https://d18-a.sdn.cz/d_18/c_img_QI_Ji/XMxuQH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 77 m²,"Na Veselí, Praha 4 - Nusle",7999000,"https://d18-a.sdn.cz/d_18/c_img_QR_MI/2zqBt0M.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 29 m²,"Nádražní, Praha 5 - Smíchov",5157615,"https://d18-a.sdn.cz/d_18/c_img_QL_J9/cakBV4P.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 52 m²,"Bělomlýnská, Praha - Praha-Čakovice",6527000,"https://d18-a.sdn.cz/d_18/c_img_gT_4/CGsEiq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 56 m²,"Božkova, Karviná - Ráj",1660000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/f18BkVd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 59 m²,"Ládevská, Praha 8 - Dolní Chabry",7490000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/07s1ms.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 72 m²,"Vlnitá, Praha - Braník",10990000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/VGLpY2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 38 m²,"Třešňová, Praha 9 - Hloubětín",5290000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/4xlBBHu.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 72 m²,"Vlnitá, Praha - Braník",10990000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/XxD2RG.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 40 m²,"Keblovská, Praha",4990000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/i6T6Im.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 50 m²,"Šmilovského, Praha 2 - Vinohrady",8990000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/BC6StH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 142 m²,"Žateckých, Praha 4 - Nusle",12990000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/DEHBwL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 50 m²,"Šmilovského, Praha 2 - Vinohrady",8990000,"https://d18-a.sdn.cz/d_18/c_img_gU_z/PKEKLo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 56 m²,"Týmlova, Praha 4 - Michle",8990000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/xp0BBnQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 100 m²,"Kodaňská, Praha - Vršovice",11990000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jo/RWThQ0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 43 m²,"Ve Lhotce, Praha 4 - Lhotka",5990000,"https://d18-a.sdn.cz/d_18/c_img_QN_KE/WoAbVa.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 42 m²,"Kubínova, Litoměřice - Pokratice",2299000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/2epBLL5.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 82 m²,"Nad Rokoskou, Praha 8 - Libeň",11300000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/jgcBGF4.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 164 m²,"Popovičky - Nebřenice, district Praha-východ",1,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/pUxBOSX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 5+kt 153 m²,"Vidoulská, Praha 5 - Jinonice",20989999,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jt/ufnB6Ta.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 84 m²,"Tovární, Horní Bříza",2999000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/V35BAko.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 93 m² (Single-storey),"Nad Školou, Rousínov",6290000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/MURBYOk.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 89 m²,"Poříčany, district Kolín",5495100,"https://d18-a.sdn.cz/d_18/c_img_QN_KD/DkXByuM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 60 m²,"Cerhenice, district Kolín",3574800,"https://d18-a.sdn.cz/d_18/c_img_gU_z/HGrHLn.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+1 42 m²,"Křižíkova, Frýdek-Místek - Frýdek",1,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/4WKS4F.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 98 m² (Mezonet),"Nová, Kouřim",6990000,"https://d18-a.sdn.cz/d_18/c_img_QL_Ju/r5lJ8a.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 65 m²,"Pražská, Rokycany - Nové Město",2790000,"https://d18-a.sdn.cz/d_18/c_img_QQ_Ls/XWE6IP.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 90 m²,"Mariánské náměstí, Krupka - Bohosudov",4200000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jn/K67BaCv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 73 m²,"Nádvorní, Liberec - Liberec VI-Rochlice",2625000,"https://d18-a.sdn.cz/d_18/c_img_gZ_0/4MHYn4.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 84 m²,"Bělomlýnská, Praha - Praha-Čakovice",10228000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jx/xaDGG8.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 48 m²,"Náprstkova, Praha 1 - Staré Město",18400000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/K9qBh4o.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 34 m²,"Bačovského, Brno - Líšeň",3990000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/wbT3Dl.mpo?fl=res,400,300,3|shr,,20|jpg,90"
 1+1 41 m²,"Střelecký vrch, Chrastava",1990000,"https://d18-a.sdn.cz/d_18/c_img_gQ_0/6PDSkd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 67 m²,"Sportovní, Moravská Třebová - Předměstí",2500000,"https://d18-a.sdn.cz/d_18/c_img_QK_Jw/b6NBWlp.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 76 m²,"Dr. Trippé, Kostelec nad Černými lesy",3980000,"https://d18-a.sdn.cz/d_18/c_img_QR_MN/EOUy2l.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 57 m²,"Waltariho, Praha 9 - Hloubětín",8590000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/dHOBNq4.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 144 m² (Attic),"Maltézské náměstí, Praha 1 - Malá Strana",27999000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/iauPNR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 33 m²,"Granitova, Praha 9 - Hloubětín",5190000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/SngBNq2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 62 m²,"Světova, Praha 8 - Libeň",8399990,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/37MBIjq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 82 m²,"Strašnická, Praha 10 - Hostivař",7800000,"https://d18-a.sdn.cz/d_18/c_img_QN_KG/8sUBFHq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 81 m²,"Prušánecká, Praha 5 - Zličín",9850000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/q5SBYJc.mpo?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 85 m²,"Riegrova, Liberec - Liberec I-Staré Město",8490000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jr/p1RBLH4.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 120 m²,"Pod dvorem, Praha 6 - Veleslavín",19990000,"https://d18-a.sdn.cz/d_18/c_img_gT_4/nVqHSc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 55 m²,"Kotěrova, Praha 6 - Dejvice",8900000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/Js6BUtW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 82 m²,"Metelkova, Kuřim",6770000,"https://d18-a.sdn.cz/d_18/c_img_QM_Ks/GGBBXrJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+1 31 m²,"Ondrouškova, Brno - Bystrc",4189000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/mRDBcC7.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 58 m²,"Měchnovská, Praha 4 - Chodov",6985000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/l6RBkJw.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 92 m²,"U svahu, Praha 5 - Slivenec",12650000,"https://d18-a.sdn.cz/d_18/c_img_QP_LN/H6F7ZM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 72 m²,"Skuteckého, Praha 6 - Řepy",8400000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/sXIBL3M.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+1 95 m²,"Jagellonská, Praha 3",15100000,"https://d18-a.sdn.cz/d_18/c_img_QP_LM/fu1JZx.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 37 m²,"Bělomlýnská, Praha - Praha-Čakovice",4958000,"https://d18-a.sdn.cz/d_18/c_img_QL_KC/xiLibx.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 73 m²,"Lubenská, Frýdlant nad Ostravicí - Frýdlant",6067000,"https://d18-a.sdn.cz/d_18/c_img_QN_KE/IQIS0L.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+1 69 m²,"Malická, Plzeň - Severní Předměstí",3990000,"https://d18-a.sdn.cz/d_18/c_img_gX_0/x27YYI.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 4+kt 109 m² (Mezonet),"Karla Steinera, Plzeň - Skvrňany",6990000,"https://d18-a.sdn.cz/d_18/c_img_QO_LA/Vw2BXtU.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 1+kt 47 m²,"Malá Plynární, Praha 7 - Holešovice",3990000,"https://d18-a.sdn.cz/d_18/c_img_QL_J4/Z31BZOU.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 2+kt 42 m²,"Jizerská, Jablonec nad Nisou",2395000,"https://d18-a.sdn.cz/d_18/c_img_QL_J8/5secOc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 103 m²,"Zakšínská, Praha 9 - Střížkov",12299000,"https://d18-a.sdn.cz/d_18/c_img_QI_Jm/mRgBl9.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 71 m²,"Kováříkova, Praha 5 - Hlubočepy",12990000,"https://d18-a.sdn.cz/d_18/c_img_gU_z/Q3AJm7.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
 3+kt 86 m²,"Kardausova, Praha 10 - Dolní Měcholupy",9300000,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jw/hhIRbS.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
